Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
RP5-966M1.6	ENSG00000243696.4	0.31	1.82	-1.106	1.61E-53
GOLGA6L9	ENSG00000197978.9	1.61	4.62	-1.106	5.85E-35
ADCK3	ENSG00000163050.16	24.55	53.988	-1.106	4.78E-18
GFRA1	ENSG00000151892.14	0.86	3.01	-1.108	5.17E-15
LHX5-AS1	ENSG00000257935.2	0	1.16	-1.111	3.24E-53
SYNE1	ENSG00000131018.22	7.905	18.23	-1.111	3.17E-11
VIP	ENSG00000146469.12	0.235	1.67	-1.112	1.52E-13
BMPER	ENSG00000164619.8	0.26	1.73	-1.115	1.08E-33
GSTA4	ENSG00000170899.10	10.35	23.581	-1.115	3.27E-23
RP13-104F24.1	ENSG00000266820.1	1.645	4.73	-1.115	2.48E-20
ARHGAP33	ENSG00000004777.18	3.935	9.69	-1.115	1.33E-16
RP11-43N16.4	ENSG00000279861.1	0.72	2.73	-1.117	4.87E-46
RP11-356J5.12	ENSG00000250303.3	1.605	4.65	-1.117	1.22E-35
RP11-834C11.6	ENSG00000249388.1	0.22	1.65	-1.119	2.04E-43
LINC01082	ENSG00000269186.1	1.39	4.19	-1.119	4.08E-21
ACTA2-AS1	ENSG00000180139.11	2.025	5.57	-1.119	5.87E-14
RP11-793H13.10	ENSG00000267281.2	1.07	3.5	-1.12	5.82E-33
HEXDC	ENSG00000169660.15	12.86	29.14	-1.121	4.11E-20
RP11-63M22.2	ENSG00000260465.1	1.865	5.24	-1.123	3.58E-08
ZACN	ENSG00000186919.12	1.535	4.52	-1.123	4.14E-03
ADAMTS15	ENSG00000166106.3	0.675	2.65	-1.124	1.27E-22
INO80B-WBP1	ENSG00000274049.4	3.09	7.92	-1.125	2.98E-27
RP11-521B24.5	ENSG00000257270.1	0.475	2.22	-1.126	1.19E-19
DICER1-AS1	ENSG00000235706.7	1.34	4.11	-1.127	1.16E-43
LONRF2	ENSG00000170500.12	0.285	1.81	-1.129	4.09E-33
SCTR	ENSG00000080293.9	0.335	1.92	-1.129	1.39E-13
RBM5	ENSG00000003756.16	34.86	77.519	-1.131	1.17E-24
TBC1D8	ENSG00000204634.12	10.205	23.54	-1.131	1.18E-20
RP11-1100L3.8	ENSG00000259884.1	0.475	2.23	-1.131	6.80E-12
DTX3	ENSG00000178498.15	7.575	17.8	-1.133	2.56E-21
MCOLN3	ENSG00000055732.12	0.705	2.74	-1.133	8.82E-13
CLDN5	ENSG00000184113.9	8.92	20.77	-1.134	5.29E-14
KIF1A	ENSG00000130294.14	0.17	1.57	-1.135	2.06E-08
ZSWIM8-AS1	ENSG00000272589.1	0.32	1.9	-1.136	1.39E-44
RP1-261G23.7	ENSG00000272114.1	9.29	21.61	-1.136	1.39E-07
CFAP70	ENSG00000156042.17	0.35	1.97	-1.137	2.40E-36
RAP1GAP2	ENSG00000132359.13	8.85	20.659	-1.137	4.24E-14
PDXDC2P	ENSG00000196696.12	7.7	18.16	-1.139	5.01E-15
PPP1R14A	ENSG00000167641.10	10.599	24.54	-1.139	6.28E-15
MAGEH1	ENSG00000187601.4	5.845	14.11	-1.142	2.41E-19
ABCA9	ENSG00000154258.16	0.385	2.06	-1.144	2.50E-29
PLXNB3	ENSG00000198753.11	1.665	4.89	-1.144	1.23E-16
GGT7	ENSG00000131067.16	5.57	13.53	-1.145	8.55E-18
MB	ENSG00000198125.12	0.17	1.59	-1.146	7.22E-23
MST1	ENSG00000173531.15	4.675	11.56	-1.146	1.31E-11
TFCP2L1	ENSG00000115112.7	2.86	7.54	-1.146	8.55E-04
PDZD4	ENSG00000067840.12	0.49	2.3	-1.147	5.45E-25
CCDC183	ENSG00000213213.13	0.72	2.81	-1.147	1.76E-18
CELF3	ENSG00000159409.14	0.165	1.58	-1.147	1.66E-11
CBX7	ENSG00000100307.12	9.67	22.689	-1.151	3.16E-26
SLC38A11	ENSG00000169507.9	1.115	3.7	-1.152	3.30E-04
TMEM198B	ENSG00000182796.12	8.5	20.129	-1.153	2.16E-24
ANKRD65	ENSG00000235098.8	1.88	5.41	-1.154	2.17E-13
FAR2P2	ENSG00000178162.8	0.375	2.06	-1.154	1.57E-12
VIPR2	ENSG00000106018.13	0.37	2.05	-1.155	1.29E-21
ME3	ENSG00000151376.16	6.165	14.97	-1.156	1.12E-29
ECI2	ENSG00000198721.12	23.351	53.271	-1.156	5.38E-29
RHOBTB1	ENSG00000072422.16	5.655	13.83	-1.156	1.47E-13
RP11-20G6.1	ENSG00000280400.1	0	1.23	-1.157	6.92E-46
ABCA10	ENSG00000154263.17	0.64	2.66	-1.158	1.14E-24
PDCD4	ENSG00000150593.15	43.106	97.517	-1.159	9.08E-20
NPIPA1	ENSG00000183426.15	21.84	49.99	-1.159	1.47E-17
FAM153A	ENSG00000170074.19	0.1	1.46	-1.161	1.15E-37
ARMCX4	ENSG00000196440.11	1.855	5.39	-1.162	1.39E-34
WDR27	ENSG00000184465.15	7.03	16.97	-1.162	7.52E-18
LINC00092	ENSG00000225194.2	0.24	1.78	-1.165	1.77E-50
SNRNP70	ENSG00000104852.14	80.02	180.63	-1.165	1.71E-19
LDB3	ENSG00000122367.19	0.445	2.24	-1.165	1.89E-14
PTP4A3	ENSG00000184489.11	19.915	45.901	-1.165	7.03E-07
CTD-2008P7.9	ENSG00000267259.1	0.15	1.58	-1.166	1.44E-33
RHOT2	ENSG00000140983.13	33.415	76.198	-1.166	9.91E-24
PLEKHH3	ENSG00000068137.14	10.38	24.57	-1.168	4.80E-41
ZNF692	ENSG00000171163.15	13.22	30.96	-1.168	9.87E-18
RP11-182J1.12	ENSG00000259244.1	0.885	3.24	-1.169	5.18E-32
CTD-2017F17.2	ENSG00000274383.1	0.645	2.7	-1.169	6.80E-27
CYP2AB1P	ENSG00000233441.6	0	1.25	-1.17	2.17E-37
CD300LG	ENSG00000161649.12	0.03	1.32	-1.171	3.54E-55
HERC2P2	ENSG00000276550.4	10.14	24.09	-1.171	1.25E-15
RGMB	ENSG00000174136.11	9.015	21.57	-1.172	2.27E-19
LEPR	ENSG00000116678.18	2.24	6.31	-1.174	2.42E-14
NPIPA5	ENSG00000183793.13	4.335	11.04	-1.174	8.32E-11
PLA2G4B	ENSG00000243708.8	1.93	5.62	-1.176	3.37E-29
RSAD1	ENSG00000136444.9	10.715	25.47	-1.176	1.17E-27
FAM153B	ENSG00000182230.11	0.185	1.68	-1.177	1.79E-35
FXYD4	ENSG00000150201.14	0.72	2.89	-1.177	2.47E-03
AGER	ENSG00000204305.13	1.85	5.45	-1.178	9.98E-34
MROH7	ENSG00000184313.19	0.6	2.62	-1.178	2.41E-33
RNLS	ENSG00000184719.11	1.055	3.65	-1.178	3.70E-23
RP11-481J2.4	ENSG00000276259.1	0.64	2.72	-1.182	2.15E-50
ZNF471	ENSG00000196263.7	0.33	2.02	-1.183	4.48E-41
DAAM2	ENSG00000146122.16	3.105	8.33	-1.185	3.46E-17
RNF112	ENSG00000128482.15	0.16	1.64	-1.186	4.18E-66
ISL1	ENSG00000016082.14	1.44	4.56	-1.188	7.03E-18
LINC01125	ENSG00000228486.9	1.535	4.78	-1.189	6.44E-23
ARHGEF26	ENSG00000114790.12	1.72	5.2	-1.189	1.61E-22
RP4-761J14.8	ENSG00000219410.5	2.94	7.98	-1.189	1.54E-12
RPL39P34	ENSG00000242255.1	0	1.28	-1.189	1.77E-04
ABCA5	ENSG00000154265.15	4.725	12.06	-1.19	3.86E-29
GRIA4	ENSG00000152578.12	0.09	1.49	-1.192	4.36E-59
CDRT4	ENSG00000239704.10	1.725	5.23	-1.193	8.02E-22
ALDH1A1	ENSG00000165092.12	82.138	189.229	-1.194	1.43E-07
ZSWIM8	ENSG00000214655.10	25.141	58.879	-1.196	4.30E-31
RP11-552M11.4	ENSG00000243960.1	0.53	2.51	-1.198	2.98E-36
RP11-250B2.3	ENSG00000233967.6	0.45	2.33	-1.199	3.67E-47
ACTA1	ENSG00000143632.14	0.08	1.48	-1.199	9.65E-36
RP11-66N24.4	ENSG00000157306.14	1.28	4.24	-1.201	1.80E-35
RGL2	ENSG00000237441.9	23.88	56.211	-1.201	1.72E-18
RSRP1	ENSG00000117616.17	26.095	61.311	-1.201	2.69E-17
RP11-700H6.4	ENSG00000262006.1	0	1.3	-1.202	1.11E-57
CALCOCO1	ENSG00000012822.15	32.421	75.961	-1.203	2.49E-29
SPACA6P	ENSG00000182310.12	1.845	5.55	-1.203	8.27E-27
LIMS2	ENSG00000072163.18	10.79	26.139	-1.203	1.48E-17
GFRA3	ENSG00000146013.10	0.455	2.35	-1.203	1.88E-17
F13A1	ENSG00000124491.15	2.925	8.05	-1.205	1.64E-11
BRICD5	ENSG00000182685.7	1.74	5.32	-1.206	1.62E-28
KCNJ11	ENSG00000187486.5	1.425	4.6	-1.207	1.17E-13
CXXC1	ENSG00000154832.14	22.47	53.219	-1.208	2.90E-28
MTERF2	ENSG00000120832.9	4.4	11.48	-1.209	5.90E-42
PRRT2	ENSG00000167371.16	1.28	4.27	-1.209	7.38E-29
APBB1	ENSG00000166313.18	4.825	12.5	-1.213	2.48E-22
TPSB2	ENSG00000197253.13	19.164	45.759	-1.213	2.05E-09
CTC-429P9.3	ENSG00000269044.2	1.94	5.82	-1.214	2.15E-40
NDRG2	ENSG00000165795.20	34.225	80.778	-1.215	3.21E-35
MAPK8IP3	ENSG00000138834.12	14.26	34.42	-1.215	2.37E-17
PPT2-EGFL8	ENSG00000258388.7	1.185	4.08	-1.217	4.29E-41
MIR22HG	ENSG00000186594.12	8.81	21.84	-1.219	4.31E-31
RP11-325K4.2	ENSG00000261114.1	0.7	2.96	-1.22	1.51E-40
MYRIP	ENSG00000170011.13	0.56	2.64	-1.222	3.60E-35
ATP1A2	ENSG00000018625.14	0.44	2.36	-1.222	5.05E-21
SAT2	ENSG00000141504.11	29.5	70.262	-1.224	9.64E-41
GNG7	ENSG00000176533.12	1.17	4.07	-1.224	2.22E-32
FUT1	ENSG00000174951.10	1.71	5.33	-1.224	2.68E-09
CDH2	ENSG00000170558.8	0.66	2.88	-1.225	3.25E-17
DTNA	ENSG00000134769.21	1.7	5.31	-1.225	3.13E-14
ELL2	ENSG00000118985.14	10.335	25.509	-1.226	4.13E-34
AC008268.1	ENSG00000235584.2	0	1.34	-1.227	3.09E-51
TMEM86B	ENSG00000180089.5	2.7	7.66	-1.227	4.43E-16
ID4	ENSG00000172201.10	4.23	11.26	-1.229	8.29E-24
EIF1AY	ENSG00000198692.9	3.48	9.5	-1.229	9.73E-05
SLC26A6	ENSG00000225697.10	12.77	31.33	-1.231	5.03E-13
C5	ENSG00000106804.7	1.09	3.91	-1.232	6.26E-22
CRLF1	ENSG00000006016.10	1.29	4.38	-1.232	1.28E-12
MT2P1	ENSG00000162840.4	0	1.35	-1.233	4.88E-18
HSPB7	ENSG00000173641.17	4.205	11.24	-1.234	2.20E-09
TMEM220-AS1	ENSG00000263400.6	0.745	3.11	-1.236	2.05E-49
RCAN2	ENSG00000172348.14	4.7	12.43	-1.236	1.08E-19
YJEFN3	ENSG00000250067.11	0.895	3.47	-1.238	2.04E-32
ACKR1	ENSG00000213088.9	7.585	19.26	-1.239	3.29E-12
CACNA2D2	ENSG00000007402.11	0.49	2.52	-1.24	3.22E-27
BNIP3	ENSG00000176171.11	6.115	15.81	-1.24	1.60E-19
LAMA2	ENSG00000196569.11	3.035	8.55	-1.243	5.52E-22
AC027612.3	ENSG00000230572.5	0	1.37	-1.245	2.99E-52
NR2F2-AS1	ENSG00000247809.7	0.97	3.67	-1.245	1.41E-25
LDHB	ENSG00000111716.12	122.347	291.569	-1.246	1.15E-15
SGSM2	ENSG00000141258.12	13.82	34.179	-1.247	2.11E-28
NPY	ENSG00000122585.7	0.15	1.73	-1.247	1.19E-19
GPSM1	ENSG00000160360.11	2.99	8.48	-1.248	2.01E-16
CSPG4P10	ENSG00000276710.4	0.91	3.54	-1.249	1.33E-36
LINC00365	ENSG00000224511.1	0.405	2.34	-1.249	1.20E-17
SMIM5	ENSG00000204323.5	1.22	4.28	-1.25	2.83E-42
SYNM	ENSG00000182253.14	3.46	9.63	-1.253	3.77E-10
ABCA6	ENSG00000154262.12	0.945	3.64	-1.254	2.60E-26
PRPF40B	ENSG00000110844.13	5.265	13.95	-1.255	5.28E-30
CTD-2303H24.2	ENSG00000273018.5	0.71	3.08	-1.255	7.71E-19
ZNF334	ENSG00000198185.11	0.39	2.32	-1.256	5.17E-12
AGAP9	ENSG00000204172.11	3.65	10.11	-1.257	5.23E-19
WIPF3	ENSG00000122574.10	1.765	5.61	-1.257	5.41E-17
ADCY4	ENSG00000129467.13	4.435	12.02	-1.26	1.80E-25
TTC6	ENSG00000139865.16	0.75	3.19	-1.26	1.56E-14
CES4A	ENSG00000172824.14	1.425	4.81	-1.261	9.88E-22
SERPINA5	ENSG00000188488.13	1.515	5.03	-1.262	1.21E-05
ENHO	ENSG00000168913.6	0.34	2.22	-1.265	1.71E-49
RP13-516M14.1	ENSG00000260563.3	1.43	4.84	-1.265	3.69E-35
CNTN3	ENSG00000113805.8	0.06	1.55	-1.266	5.93E-55
PPP1R3E	ENSG00000235194.8	4.125	11.34	-1.268	3.50E-29
CHST3	ENSG00000122863.5	2.655	7.8	-1.268	8.11E-18
WDR86	ENSG00000187260.15	1.24	4.4	-1.269	7.28E-30
GADD45B	ENSG00000099860.8	23.57	58.229	-1.269	1.46E-25
PHF1	ENSG00000112511.17	21.115	52.319	-1.27	1.63E-38
ARHGEF28	ENSG00000214944.9	4.405	12.03	-1.27	3.53E-15
SIDT2	ENSG00000149577.15	21.03	52.279	-1.274	6.96E-34
RBM6	ENSG00000004534.14	21.955	54.719	-1.279	2.23E-27
RDH12	ENSG00000139988.9	0.45	2.52	-1.28	2.45E-30
SLC2A4	ENSG00000181856.14	0.82	3.42	-1.28	3.67E-18
NRBP2	ENSG00000185189.15	9.925	25.569	-1.282	2.47E-24
SLC27A3	ENSG00000143554.13	14.28	36.211	-1.284	1.73E-18
EPB41L4A-AS1	ENSG00000224032.6	17.13	43.17	-1.285	1.09E-30
CYB5R1	ENSG00000159348.12	21.705	54.469	-1.289	9.84E-42
MT-ND3	ENSG00000198840.2	7095.555	17342.207	-1.289	9.63E-13
CNN1	ENSG00000130176.7	23.114	57.911	-1.289	5.86E-09
AP000892.6	ENSG00000280143.1	4.595	12.69	-1.291	2.72E-11
CHGB	ENSG00000089199.9	0.3	2.18	-1.291	3.95E-06
MT1JP	ENSG00000255986.6	0	1.45	-1.293	1.20E-54
CENPT	ENSG00000102901.12	13.265	33.96	-1.293	5.41E-36
MST1P2	ENSG00000186301.8	0.62	2.97	-1.293	8.09E-20
IGFBP2	ENSG00000115457.9	100.757	248.413	-1.293	1.03E-10
RP11-5A19.5	ENSG00000265690.7	0.9	3.66	-1.294	4.86E-35
CTD-2270P14.1	ENSG00000260565.6	2.15	6.73	-1.295	5.56E-37
AFF3	ENSG00000144218.18	0.61	2.95	-1.295	5.53E-22
C5orf45	ENSG00000161010.14	7.83	20.68	-1.296	2.56E-31
TIMP4	ENSG00000157150.4	0.885	3.63	-1.296	8.72E-27
MT2A	ENSG00000125148.6	132.389	326.422	-1.296	5.43E-15
CDK5RAP3	ENSG00000108465.14	52.405	130.336	-1.298	3.42E-20
FIGF	ENSG00000165197.4	0.21	1.98	-1.3	1.02E-45
NSUN5P2	ENSG00000106133.17	7.61	20.281	-1.305	1.07E-18
ATG16L2	ENSG00000168010.10	7.19	19.271	-1.307	7.29E-30
RP11-415J8.3	ENSG00000225313.5	1.92	6.25	-1.312	1.07E-30
CTD-2227E11.1	ENSG00000270933.1	0.615	3.01	-1.312	1.89E-18
ADAMTS1	ENSG00000154734.14	9.3	24.58	-1.312	2.98E-17
TDRP	ENSG00000180190.11	0.795	3.46	-1.313	5.63E-31
SRSF5	ENSG00000100650.15	85.44	213.87	-1.314	8.96E-48
LYPD6B	ENSG00000150556.16	7.71	20.659	-1.314	7.94E-03
CHRDL1	ENSG00000101938.14	1.23	4.55	-1.315	8.70E-10
AC074212.5	ENSG00000259605.3	1.765	5.89	-1.317	9.59E-20
ADH7	ENSG00000196344.11	0.01	1.52	-1.319	1.28E-28
MT1E	ENSG00000169715.14	90.349	226.976	-1.319	1.13E-13
CLASRP	ENSG00000104859.14	22.74	58.31	-1.321	1.95E-29
RP4-717I23.3	ENSG00000223745.7	4.175	11.94	-1.322	7.02E-30
FST	ENSG00000134363.11	1.5	5.25	-1.322	2.58E-12
GHR	ENSG00000112964.13	0.575	2.94	-1.323	1.25E-31
MAGED4B	ENSG00000187243.16	2.37	7.43	-1.323	4.68E-16
HIST2H2BA	ENSG00000223345.3	0.15	1.89	-1.329	2.68E-53
LUC7L	ENSG00000007392.16	16.735	43.6	-1.33	4.22E-29
BTNL9	ENSG00000165810.16	3.355	9.95	-1.33	2.57E-19
MAOA	ENSG00000189221.9	15.639	40.87	-1.331	6.34E-24
SCGN	ENSG00000079689.13	0.12	1.82	-1.332	5.27E-09
TMOD1	ENSG00000136842.13	2.295	7.3	-1.333	8.96E-25
CDKN1C	ENSG00000129757.12	9.715	25.989	-1.333	2.01E-15
PTX3	ENSG00000163661.3	0.32	2.33	-1.335	3.34E-34
TPSD1	ENSG00000095917.13	0.685	3.26	-1.338	1.62E-09
SEMA3B	ENSG00000012171.17	17.285	45.251	-1.339	6.18E-22
TRIM3	ENSG00000110171.18	6.225	17.3	-1.341	2.57E-40
LTF	ENSG00000012223.12	4.65	13.31	-1.341	9.74E-04
AC108488.4	ENSG00000242282.6	2.305	7.39	-1.344	1.01E-32
PXMP2	ENSG00000176894.9	18.005	47.3	-1.346	3.10E-28
TNS2	ENSG00000111077.17	20.954	54.871	-1.348	6.37E-24
ADSSL1	ENSG00000185100.10	2.685	8.39	-1.349	6.24E-18
SORBS1	ENSG00000095637.20	12.594	33.639	-1.349	2.35E-15
GCNT4	ENSG00000176928.5	0.855	3.73	-1.35	1.01E-27
ARGLU1	ENSG00000134884.13	38.141	98.81	-1.351	1.05E-25
BVES	ENSG00000112276.13	0.81	3.62	-1.352	4.18E-16
RP3-331H24.7	ENSG00000279312.1	0.37	2.5	-1.353	2.41E-36
TUBGCP6	ENSG00000128159.11	8.71	23.811	-1.353	1.04E-27
RP11-810M2.2	ENSG00000263165.1	2.63	8.28	-1.354	3.50E-14
RP11-79D8.2	ENSG00000240979.1	1.08	4.32	-1.355	9.93E-31
CCDC159	ENSG00000183401.11	12.775	34.26	-1.356	5.40E-47
SCNN1D	ENSG00000162572.19	0.655	3.25	-1.361	9.05E-50
RP11-378A13.2	ENSG00000273361.1	0.94	3.99	-1.363	4.31E-36
RP11-1212A22.4	ENSG00000233024.7	27.075	71.258	-1.364	1.39E-24
SULT2A1	ENSG00000105398.3	0.02	1.63	-1.367	6.46E-18
RBP7	ENSG00000162444.11	2.495	8.02	-1.368	8.28E-26
RP11-757F18.5	ENSG00000261488.1	0.765	3.56	-1.369	1.80E-16
CTD-2562J17.6	ENSG00000279117.1	5.68	16.28	-1.371	1.23E-24
PGM5-AS1	ENSG00000224958.5	0.16	2	-1.371	3.99E-23
NPIPB15	ENSG00000196436.8	2.48	8.01	-1.372	2.32E-08
AC018766.4	ENSG00000267896.1	1.64	5.86	-1.378	3.25E-31
PNLIP	ENSG00000175535.6	0	1.6	-1.379	7.58E-28
FAM13A-AS1	ENSG00000248019.2	0.64	3.27	-1.381	4.36E-53
RP11-575L7.8	ENSG00000235298.1	0.92	4	-1.381	2.92E-28
NBPF12	ENSG00000268043.7	3.965	11.94	-1.382	6.54E-34
SH3BP5-AS1	ENSG00000224660.1	2.205	7.36	-1.383	6.60E-25
ADAMTS13	ENSG00000160323.18	0.75	3.57	-1.385	3.67E-52
FAHD2CP	ENSG00000231584.8	3.16	9.87	-1.386	6.70E-49
PLCXD3	ENSG00000182836.9	0.085	1.84	-1.388	2.17E-55
CH507-396I9.7	ENSG00000277277.2	0.39	2.64	-1.389	1.28E-44
CHRD	ENSG00000090539.15	1.96	6.76	-1.39	5.68E-21
ACSM5	ENSG00000183549.10	0.24	2.26	-1.395	2.67E-63
CAPN3	ENSG00000092529.22	1.74	6.22	-1.398	1.03E-26
RP13-608F4.5	ENSG00000278603.1	6.64	19.129	-1.398	7.87E-14
HRH2	ENSG00000113749.6	0.85	3.88	-1.399	1.70E-38
PDE2A	ENSG00000186642.15	2.44	8.12	-1.407	8.14E-31
MAATS1	ENSG00000183833.16	0.515	3.02	-1.408	9.31E-36
C5orf66-AS1	ENSG00000249082.2	0.42	2.77	-1.409	3.82E-31
PRICKLE4	ENSG00000124593.14	3.97	12.21	-1.41	1.25E-29
PTOV1-AS2	ENSG00000269352.1	4.48	13.56	-1.41	5.35E-21
JRK	ENSG00000234616.8	4.035	12.44	-1.416	1.62E-21
LINC01089	ENSG00000212694.8	5.7	16.919	-1.419	4.74E-29
CYP2E1	ENSG00000130649.9	1.165	4.79	-1.419	1.64E-12
WDR91	ENSG00000105875.13	3.22	10.29	-1.42	9.39E-43
ANO7	ENSG00000146205.13	2.36	8.05	-1.429	4.80E-12
TP73-AS1	ENSG00000227372.10	2.785	9.22	-1.433	6.69E-33
FRY	ENSG00000073910.19	4	12.53	-1.436	6.35E-32
RP11-295P9.3	ENSG00000239665.8	6.205	18.5	-1.436	2.47E-22
RASGRP2	ENSG00000068831.18	3.22	10.45	-1.44	1.73E-19
RP11-734K23.9	ENSG00000277701.4	1.315	5.28	-1.44	8.30E-18
ANGPTL1	ENSG00000116194.12	0.78	3.83	-1.44	1.33E-13
PTPRN	ENSG00000054356.13	0.435	2.9	-1.442	9.88E-22
RERGL	ENSG00000111404.6	0.48	3.03	-1.445	3.03E-25
PP7080	ENSG00000188242.4	20.449	57.452	-1.446	2.83E-07
ADA	ENSG00000196839.12	8.685	25.4	-1.447	6.31E-23
RGMA	ENSG00000182175.13	5.235	16.01	-1.448	3.48E-11
SGSM3	ENSG00000100359.20	33.94	94.431	-1.45	9.97E-34
ALDH1L1	ENSG00000144908.13	0.49	3.07	-1.45	7.04E-20
GREM2	ENSG00000180875.4	0.845	4.04	-1.45	5.65E-12
MAPRE3	ENSG00000084764.10	6.47	19.43	-1.452	2.03E-32
LY6G5B	ENSG00000240053.8	3	9.97	-1.455	9.18E-28
AQP4	ENSG00000171885.13	0.02	1.8	-1.457	5.34E-62
MTMR9LP	ENSG00000220785.7	1.74	6.53	-1.458	6.14E-40
CCNL2	ENSG00000221978.11	39.36	109.842	-1.458	1.90E-24
RP11-159D12.2	ENSG00000264112.1	2.21	7.83	-1.46	1.76E-27
RP11-19P22.8	ENSG00000266872.1	0.075	1.96	-1.461	2.04E-24
TNXB	ENSG00000168477.17	6.66	20.15	-1.465	8.42E-17
PILRB	ENSG00000121716.18	10.35	30.34	-1.465	1.80E-14
ACACB	ENSG00000076555.15	4.74	14.86	-1.466	2.34E-31
REC8	ENSG00000100918.12	9.15	27.04	-1.466	1.17E-09
COL4A5	ENSG00000188153.12	2.485	8.64	-1.468	7.59E-32
GCKR	ENSG00000084734.8	0.67	3.62	-1.468	1.92E-22
GOLGA6L5P	ENSG00000230373.8	1.575	6.13	-1.469	1.28E-36
RIMKLB	ENSG00000166532.15	3.025	10.15	-1.47	1.32E-18
ARHGEF25	ENSG00000240771.6	3.715	12.08	-1.472	2.24E-24
TPD52L1	ENSG00000111907.20	10.698	31.51	-1.475	6.65E-19
DDX3Y	ENSG00000067048.16	3.58	11.74	-1.476	1.86E-14
EGFL8	ENSG00000241404.6	3.89	12.61	-1.477	6.17E-37
ADH1C	ENSG00000248144.5	15.155	43.971	-1.477	2.81E-03
ORM1	ENSG00000229314.5	0.47	3.1	-1.48	4.57E-03
LENG8	ENSG00000167615.16	45.37	128.863	-1.486	2.22E-25
CLCNKA	ENSG00000186510.11	0.07	2	-1.487	1.02E-74
RP11-203J24.9	ENSG00000257524.5	1.025	4.68	-1.488	1.44E-42
CEMP1	ENSG00000205923.3	0.425	3.01	-1.493	2.99E-41
CARNS1	ENSG00000172508.10	0.45	3.08	-1.493	7.10E-36
HACD1	ENSG00000165996.13	3.08	10.48	-1.493	1.35E-23
RAB17	ENSG00000124839.12	10.51	31.39	-1.493	2.84E-05
GSTM5	ENSG00000134201.10	1.57	6.24	-1.494	1.08E-35
NRG4	ENSG00000169752.16	0.445	3.07	-1.494	1.86E-15
FABP3	ENSG00000121769.7	8.935	26.999	-1.495	1.88E-10
POPDC3	ENSG00000132429.9	0.255	2.54	-1.496	1.64E-27
CYP4X1	ENSG00000186377.7	2.02	7.54	-1.5	1.28E-15
RP11-473I1.9	ENSG00000263244.2	0	1.83	-1.501	1.06E-53
CTC-564N23.2	ENSG00000250615.1	3.83	12.67	-1.501	1.01E-21
uc_338	ENSG00000274051.1	0	1.83	-1.501	5.21E-20
B4GALNT3	ENSG00000139044.10	12.935	38.47	-1.502	5.08E-03
CRYAB	ENSG00000109846.7	17.539	51.581	-1.504	1.62E-18
PWAR6	ENSG00000257151.1	0.18	2.35	-1.505	7.28E-59
TPTEP1	ENSG00000100181.21	2.9	10.07	-1.505	7.34E-11
ABCC5	ENSG00000114770.16	7.775	23.95	-1.508	1.82E-38
SLC26A10	ENSG00000135502.16	0.26	2.59	-1.511	1.48E-51
TSSC2	ENSG00000223756.6	0.765	4.03	-1.511	2.03E-33
LINC00675	ENSG00000263429.3	5.735	18.199	-1.511	1.23E-07
LDHD	ENSG00000166816.13	4.14	13.67	-1.513	5.76E-28
CYB561D2	ENSG00000271858.5	1.205	5.3	-1.515	3.44E-53
PMM1	ENSG00000100417.11	14.3	42.771	-1.516	2.28E-54
PAIP2B	ENSG00000124374.8	1.04	4.84	-1.517	4.96E-67
CDK3	ENSG00000250506.6	1.39	5.84	-1.517	2.36E-37
SERP2	ENSG00000151778.10	1.37	5.79	-1.519	1.78E-40
ITIH4	ENSG00000055955.15	1.39	5.85	-1.519	6.32E-17
ASMTL-AS1	ENSG00000236017.7	2.2	8.18	-1.52	3.64E-23
CERS4	ENSG00000090661.11	6.04	19.2	-1.521	1.38E-18
TTLL3	ENSG00000214021.15	8.02	24.95	-1.524	2.81E-32
CD36	ENSG00000135218.17	5.69	18.24	-1.524	1.77E-20
CNTFR	ENSG00000122756.14	0.435	3.13	-1.525	2.21E-19
PTH1R	ENSG00000160801.13	0.365	2.93	-1.526	1.22E-56
FAM65C	ENSG00000042062.11	1.085	5.01	-1.527	1.98E-43
FAM177B	ENSG00000197520.10	1.27	5.54	-1.527	3.12E-04
RP11-617F23.1	ENSG00000259291.2	4.155	13.87	-1.528	1.11E-27
AC006128.2	ENSG00000279716.1	2.095	7.93	-1.529	1.84E-31
S100A1	ENSG00000160678.11	2.16	8.14	-1.532	6.16E-14
RP11-844P9.2	ENSG00000248596.6	0.26	2.66	-1.538	3.33E-38
ENGASE	ENSG00000167280.16	8.33	26.119	-1.539	1.80E-24
ADIRF-AS1	ENSG00000272734.1	1.035	4.92	-1.541	3.62E-46
GOLGA8N	ENSG00000232653.8	1.05	4.98	-1.544	9.70E-47
MYZAP	ENSG00000263155.5	3.49	12.12	-1.547	2.19E-55
SNRPN	ENSG00000128739.20	15.735	47.91	-1.547	1.77E-32
HIP1R	ENSG00000130787.13	22.855	68.812	-1.549	4.62E-06
FMO5	ENSG00000131781.12	7.07	22.641	-1.551	2.10E-11
CLEC3B	ENSG00000163815.5	5.94	19.37	-1.553	1.65E-30
PI4KAP1	ENSG00000274602.4	3.245	11.46	-1.554	6.23E-19
CA2	ENSG00000104267.9	59.034	176.41	-1.563	9.44E-04
RP5-902P8.10	ENSG00000230415.1	0.14	2.37	-1.564	1.52E-74
GALNT15	ENSG00000131386.17	0.735	4.13	-1.564	1.75E-38
